title,Body,creationdate,acceptedanswerid,Score,tags,answercount,commentcount
"Beets error: sqlite3.InterfaceError: Error binding parameter 25 - probably unsupported type","<p>I was trying to add an album using <a href=""https://github.com/beetbox/beets"" rel=""nofollow noreferrer"">beets</a> and the plugin, <a href=""https://github.com/elarkham/VGMdb-BeetsPlug"" rel=""nofollow noreferrer"">VGMdb</a> and I ended up with the following error: <code>sqlite3.InterfaceError: Error binding parameter 25 - probably unsupported type</code>. I asked the VGMdb dev, but have gotten no response yet. (SysInfo: Win7x64, Python: 2.7.14/Beets: 1.4.6) Verbose code below (my <a href=""https://pastebin.com/JrZzDpJY"" rel=""nofollow noreferrer"">config file</a>, if needed):</p>

<pre><code>PS C:\Users\ME&gt; beet -vv import C:\Users\ME\Downloads\Muzik\[TESTOO]
user configuration: C:\Users\ME\AppData\Roaming\beets\config.yaml
data directory: C:\Users\ME\AppData\Roaming\beets
plugin paths: C:\Users\ME\AppData\Roaming\beets\beetsplug
Sending event: pluginload
Querying VGMdb
lyrics: Disabling google source: no API key configured.
inline: adding item field multidisc
library database: C:\Users\ME\AppData\Roaming\beets\beets_musiclibrary.db
library directory: C:\Users\ME\Music
Sending event: library_opened
Sending event: import_begin
Sending event: import_task_created
Sending event: import_task_start
Logged from file importer.py, line 1340
Logged from file match.py, line 414
No album ID found.
Logged from file match.py, line 448
Album might be VA: False
Searching for MusicBrainz releases with: {'release': u'ref:rain / \u7729\u3044\u3070\u304b\u308a', 'tracks': u'5', 'artist': u'aimer'}
Requesting MusicBrainz release 2877b5cf-4227-4a8c-a6b3-3318e2511c35
primary MB release type: single
Sending event: albuminfo_received
Logged from file match.py, line 355
Computing track assignment...
...done.
Success. Distance: 0.04
Requesting MusicBrainz release a7336cd0-3150-476b-a9fa-da1a7c083349
primary MB release type: single
Sending event: albuminfo_received
Logged from file match.py, line 355
Computing track assignment...
...done.
Success. Distance: 0.13
Requesting MusicBrainz release b80eb50a-5b4b-44d3-a931-292bf078aa5b
primary MB release type: single
Sending event: albuminfo_received
Logged from file match.py, line 355
Computing track assignment...
...done.
Success. Distance: 0.05
Requesting MusicBrainz release 58ec5e8a-4a84-4d5f-bf35-e179a8261760
primary MB release type: single
Sending event: albuminfo_received
Logged from file match.py, line 355
Computing track assignment...
...done.
Success. Distance: 0.64
Requesting MusicBrainz release 5305221f-104b-4d12-94dc-9527fd48418c
primary MB release type: single
Sending event: albuminfo_received
Candidate: Aimer - Ref:rain (TV size) (5305221f-104b-4d12-94dc-9527fd48418c)
Computing track assignment...
...done.
Success. Distance: 0.39
Querying VGMdb for release 72588
Querying VGMdb for release 72593
Querying VGMdb for release 72594
Logged from file vgmdb.py, line 43
Sending event: albuminfo_received
Logged from file match.py, line 355
Computing track assignment...
...done.
Success. Distance: 0.15
Evaluating 6 candidates.

C:\Users\ME\Downloads\Muzik\[TESTOO]\[2018] (Koi wa Ameagari no You ni ED) Aimer - refrain_Mabayui bakari (眩いばかり)_SECL-2255~6\[2018] (Koi wa Ameagari no You ni ED) Aimer - refrain_Mabayui bakari (眩いばかり)_SECL-2255~6 (5 items)
Sending event: before_choose_candidate
Tagging:
    Aimer - Ref:rain / 眩いばかり
URL:
    https://musicbrainz.org/release/2877b5cf-4227-4a8c-a6b3-3318e2511c35
(Similarity: 96.2%) (unmatched tracks) (CD, 2018, JP, SME Records)
 * After Rain .Scarlet ver.- -&gt; After Rain -Scarlet ver.-
Unmatched tracks (1):
 ! Ref:rain [TV size] (#5) (1:30)
[A]pply, More candidates, Skip, Use as-is, as Tracks, Group albums,
Enter search, enter Id, aBort, eDit, edit Candidates? m
Finding tags for album ""Aimer - Ref:rain / 眩いばかり"".
Candidates:
1. Aimer - Ref:rain / 眩いばかり (96.2%) (unmatched tracks) (CD, 2018, JP, SME Records)
2. Aimer - Ref:rain / 眩いばかり (95.0%) (missing tracks) (2xCD, 2018, JP, SME Records)
3. Aimer - Ref:rain / 眩いばかり (86.9%) (tracks, missing tracks) (2xCD, 2018, JP, SME Records)
4. Aimer - Ref:rain / 眩いばかり (84.6%) (tracks, source, missing tracks) (Discogs, 2xCD, 2018, Taiwan, SME Records)
5. Aimer - Ref:rain (TV size) (61.4%) (unmatched tracks, album, tracks) (Digital Media, 2018, JP, SME Records)
6. Aimer - 花の唄 / ONE / 六等星の夜 Magic Blue ver. (36.5%) (tracks, album, year) (CD, 2017, JP, SME Records, 期間生産限定盤)
# selection (default 1), Skip, Use as-is, as Tracks, Group albums,
Enter search, enter Id, aBort, eDit, edit Candidates? e
Artist: Aimer
Album: ref:rain
Logged from file match.py, line 414
No album ID found.
Search terms: Aimer - ref:rain
Album might be VA: False
Searching for MusicBrainz releases with: {'release': u'ref:rain', 'tracks': u'5', 'artist': u'aimer'}
Requesting MusicBrainz release 5305221f-104b-4d12-94dc-9527fd48418c
primary MB release type: single
Sending event: albuminfo_received
Candidate: Aimer - Ref:rain (TV size) (5305221f-104b-4d12-94dc-9527fd48418c)
Computing track assignment...
...done.
Success. Distance: 0.39
Requesting MusicBrainz release 2877b5cf-4227-4a8c-a6b3-3318e2511c35
primary MB release type: single
Sending event: albuminfo_received
Logged from file match.py, line 355
Computing track assignment...
...done.
Success. Distance: 0.04
Requesting MusicBrainz release a7336cd0-3150-476b-a9fa-da1a7c083349
primary MB release type: single
Sending event: albuminfo_received
Logged from file match.py, line 355
Computing track assignment...
...done.
Success. Distance: 0.13
Requesting MusicBrainz release b80eb50a-5b4b-44d3-a931-292bf078aa5b
primary MB release type: single
Sending event: albuminfo_received
Logged from file match.py, line 355
Computing track assignment...
...done.
Success. Distance: 0.05
Requesting MusicBrainz release 58ec5e8a-4a84-4d5f-bf35-e179a8261760
primary MB release type: single
Sending event: albuminfo_received
Logged from file match.py, line 355
Computing track assignment...
...done.
Success. Distance: 0.64
Querying VGMdb for release 72588
Querying VGMdb for release 72593
Querying VGMdb for release 72594
get_albums Querying VGMdb for release Aimer ref rain
Sending event: albuminfo_received
Candidate: Aimer - Ref:rain/Mabayui bakari / Aimer (72588)
Computing track assignment...
...done.
Success. Distance: 0.24
Sending event: albuminfo_received
Candidate: Aimer - Ref:rain/Mabayui bakari / Aimer [Limited Edition] (72593)
Computing track assignment...
...done.
Success. Distance: 0.31
Sending event: albuminfo_received
Candidate: Aimer - Ref:rain/Mabayui bakari / Aimer [Limited Edition] (72594)
Computing track assignment...
...done.
Success. Distance: 0.24
Sending event: albuminfo_received
Logged from file match.py, line 355
Computing track assignment...
...done.
Success. Distance: 0.15
Evaluating 9 candidates.
Sending event: before_choose_candidate
Tagging:
    Aimer - Ref:rain / 眩いばかり
URL:
    https://musicbrainz.org/release/2877b5cf-4227-4a8c-a6b3-3318e2511c35
(Similarity: 96.2%) (unmatched tracks) (CD, 2018, JP, SME Records)
 * After Rain .Scarlet ver.- -&gt; After Rain -Scarlet ver.-
Unmatched tracks (1):
 ! Ref:rain [TV size] (#5) (1:30)
[A]pply, More candidates, Skip, Use as-is, as Tracks, Group albums,
Enter search, enter Id, aBort, eDit, edit Candidates? m
Finding tags for album ""Aimer - Ref:rain / 眩いばかり"".
Candidates:
1. Aimer - Ref:rain / 眩いばかり (96.2%) (unmatched tracks) (CD, 2018, JP, SME Records)
2. Aimer - Ref:rain / 眩いばかり (95.0%) (missing tracks) (2xCD, 2018, JP, SME Records)
3. Aimer - Ref:rain / 眩いばかり (86.9%) (tracks, missing tracks) (2xCD, 2018, JP, SME Records)
4. Aimer - Ref:rain / 眩いばかり (84.6%) (tracks, source, missing tracks) (Discogs, 2xCD, 2018, Taiwan, SME Records)
5. Aimer - Ref:rain/Mabayui bakari / Aimer [Limited Edition] (76.5%) (source, album, missing tracks, ...) (VGMdb, 2xCD + DVD, 2018, JP, SME Records)
6. Aimer - Ref:rain/Mabayui bakari / Aimer (76.2%) (source, album, unmatched tracks, ...) (VGMdb, CD, 2018, JP, SME Records)
7. Aimer - Ref:rain/Mabayui bakari / Aimer [Limited Edition] (69.2%) (source, tracks, album, ...) (VGMdb, 2xCD + DVD, 2018, JP, SME Records)
8. Aimer - Ref:rain (TV size) (61.4%) (unmatched tracks, album, tracks) (Digital Media, 2018, JP, SME Records)
9. Aimer - 花の唄 / ONE / 六等星の夜 Magic Blue ver. (36.5%) (tracks, album, year) (CD, 2017, JP, SME Records, 期間生産限定盤)
# selection (default 1), Skip, Use as-is, as Tracks, Group albums,
Enter search, enter Id, aBort, eDit, edit Candidates? 5
Correcting tags from:
    Aimer - Ref:rain / 眩いばかり
To:
    Aimer - Ref:rain/Mabayui bakari / Aimer [Limited Edition]
URL:
    https://vgmdb.net/album/72594?perpage=99999
(Similarity: 76.5%) (source, album, missing tracks, tracks) (VGMdb, 2xCD + DVD, 2018, JP, SME Records)
CD + DVD 0
 * Ref:rain (#1)                  -&gt; Ref:rain (#0-0)
 * 眩いばかり (#2)                     -&gt; Mabayui bakari (#0-1) (title)
 * After Rain .Scarlet ver.- (#3) -&gt; After Rain -Scarlet ver.- (#0-2)
 * Raining (#4)                   -&gt; Raining (#0-3)
 * Ref:rain [TV size] (#5)        -&gt; Ref:rain (TV Size) (#0-4)
Missing tracks (1/6 - 16.7%):
 ! ""Koi wa Ameagari no You ni"" Non-credit Ending Movie (#1-0) (1:41)
Apply, More candidates, Skip, Use as-is, as Tracks, Group albums,
Enter search, enter Id, aBort, eDit, edit Candidates? a
Sending event: import_task_choice
Sending event: import_task_apply
0 of 5 items replaced
Sending event: database_change
Sending event: database_change
Traceback (most recent call last):
  File ""C:\Python27\Scripts\beet-script.py"", line 11, in &lt;module&gt;
    load_entry_point('beets==1.4.6', 'console_scripts', 'beet')()
  File ""c:\python27\lib\site-packages\beets\ui\__init__.py"", line 1256, in main
    _raw_main(args)
  File ""c:\python27\lib\site-packages\beets\ui\__init__.py"", line 1243, in _raw_main
    subcommand.func(lib, suboptions, subargs)
  File ""c:\python27\lib\site-packages\beets\ui\commands.py"", line 937, in import_func
    import_files(lib, paths, query)
  File ""c:\python27\lib\site-packages\beets\ui\commands.py"", line 914, in import_files
    session.run()
  File ""c:\python27\lib\site-packages\beets\importer.py"", line 327, in run
    pl.run_parallel(QUEUE_SIZE)
  File ""c:\python27\lib\site-packages\beets\util\pipeline.py"", line 445, in run_parallel
    six.reraise(exc_info[0], exc_info[1], exc_info[2])
  File ""c:\python27\lib\site-packages\beets\util\pipeline.py"", line 312, in run
    out = self.coro.send(msg)
  File ""c:\python27\lib\site-packages\beets\util\pipeline.py"", line 171, in coro
    task = func(*(args + (task,)))
  File ""c:\python27\lib\site-packages\beets\importer.py"", line 1415, in user_query
    apply_choice(session, task)
  File ""c:\python27\lib\site-packages\beets\importer.py"", line 1486, in apply_choice
    task.add(session.lib)
  File ""c:\python27\lib\site-packages\beets\importer.py"", line 751, in add
    self.album = lib.add_album(self.imported_items())
  File ""c:\python27\lib\site-packages\beets\library.py"", line 1324, in add_album
    item.add(self)
  File ""c:\python27\lib\site-packages\beets\library.py"", line 354, in add
    super(LibModel, self).add(lib)
  File ""c:\python27\lib\site-packages\beets\dbcore\db.py"", line 476, in add
    self.store()
  File ""c:\python27\lib\site-packages\beets\library.py"", line 346, in store
    super(LibModel, self).store(fields)
  File ""c:\python27\lib\site-packages\beets\dbcore\db.py"", line 405, in store
    tx.mutate(query, subvars)
  File ""c:\python27\lib\site-packages\beets\dbcore\db.py"", line 717, in mutate
    cursor = self.db._connection().execute(statement, subvals)
sqlite3.InterfaceError: Error binding parameter 25 - probably unsupported type.
</code></pre>

<p>I tried to figure out what parameter 25 with a db query, but I can't determine what it is from the resulting output:</p>

<pre><code>PS C:\Users\ME&gt; beet -vv info aimer
user configuration: C:\Users\ME\AppData\Roaming\beets\config.yaml
data directory: C:\Users\ME\AppData\Roaming\beets
plugin paths: C:\Users\ME\AppData\Roaming\beets\beetsplug
Sending event: pluginload
lyrics: Disabling google source: no API key configured.
inline: adding item field multidisc
Querying VGMdb
library database: C:\Users\ME\AppData\Roaming\beets\beets_musiclibrary.db
library directory: C:\Users\ME\Music
Sending event: library_opened
C:\Users\ME\Music\ZZ_NoAlbum\%Aimer\Ref_rain.mp3
          album: Ref:rain / 眩いばかり
       arranger:
            art: True
         artist: Aimer
  artist_credit: Aimer
    artist_sort: Aimer
       bitdepth: 0
        bitrate: 320000
            bpm: 0
       channels: 2
       comments: 
           comp: False
           date: 2018-01-01
           disc: 0
      disctotal: 0
         format: MP3
          genre: J-Pop
         genres: J-Pop
         length: 290.146666667
         lyrics: 
    mb_artistid: 9388cee2-7d57-4598-905f-106019b267d3
     mb_trackid: 39f205b9-d9f9-491e-8959-bc7b970515d7
  original_year: 0
r128_album_gain: 0
r128_track_gain: 0
     samplerate: 44100
          title: Ref:rain
          track: 1
     tracktotal: 5
           year: 2018

C:\Users\ME\Music\ZZ_NoAlbum\%Aimer\Xuan ibakari.mp3
          album: Ref:rain / 眩いばかり
       arranger:
            art: True
         artist: Aimer
  artist_credit: Aimer
    artist_sort: Aimer
       bitdepth: 0
        bitrate: 320000
            bpm: 0
       channels: 2
       comments: 
           comp: False
           date: 2018-01-01
           disc: 0
      disctotal: 0
         format: MP3
          genre: J-Pop
         genres: J-Pop
         length: 251.386666667
         lyrics:
    mb_artistid: 9388cee2-7d57-4598-905f-106019b267d3
     mb_trackid: 7946e8a6-f73a-4338-966b-afe124c2b9d4
  original_year: 0
r128_album_gain: 0
r128_track_gain: 0
     samplerate: 44100
          title: 眩いばかり
          track: 2
     tracktotal: 5
           year: 2018

C:\Users\ME\Music\ZZ_NoAlbum\%Aimer\After Rain -Scarlet ver.-.mp3
          album: Ref:rain / 眩いばかり
       arranger:
            art: True
         artist: Aimer
  artist_credit: Aimer
    artist_sort: Aimer
       bitdepth: 0
        bitrate: 320000
            bpm: 0
       channels: 2
       comments: 
           comp: False
           date: 2018-01-01
           disc: 0
      disctotal: 0
         format: MP3
          genre: J-Pop
         genres: J-Pop
         length: 301.76
         lyrics:
    mb_artistid: 9388cee2-7d57-4598-905f-106019b267d3
     mb_trackid: 0b9f9ed9-706b-4e25-a651-40ddecb6add2
  original_year: 0
r128_album_gain: 0
r128_track_gain: 0
     samplerate: 44100
          title: After Rain -Scarlet ver.-
          track: 3
     tracktotal: 5
           year: 2018

C:\Users\ME\Music\ZZ_NoAlbum\%Aimer\Raining.mp3
          album: Ref:rain / 眩いばかり
       arranger:
            art: True
         artist: Aimer
  artist_credit: Aimer
    artist_sort: Aimer
       bitdepth: 0
        bitrate: 320000
            bpm: 0
       channels: 2
       comments: 
           comp: False
           date: 2018-01-01
           disc: 0
      disctotal: 0
         format: MP3
          genre: J-Pop
         genres: J-Pop
         length: 306.56
         lyrics:
    mb_artistid: 9388cee2-7d57-4598-905f-106019b267d3
     mb_trackid: 31d26e99-320f-40c5-aea0-c2f1ab10b17f
  original_year: 0
r128_album_gain: 0
r128_track_gain: 0
     samplerate: 44100
          title: Raining
          track: 4
     tracktotal: 5
           year: 2018

C:\Users\ME\Music\ZZ_NoAlbum\%Aimer\Ref_rain (TV size).mp3
          album: Ref:rain / 眩いばかり
       arranger:
            art: True
         artist: Aimer
  artist_credit: Aimer
    artist_sort: Aimer
       bitdepth: 0
        bitrate: 320000
            bpm: 0
       channels: 2
       comments: 
           comp: False
           date: 2018-01-01
           disc: 0
      disctotal: 0
         format: MP3
          genre: J-Pop
         genres: J-Pop
         length: 90.68
         lyrics: 
    mb_artistid: 9388cee2-7d57-4598-905f-106019b267d3
     mb_trackid: 5bb14407-1b94-4022-b2ba-9a7898581936
  original_year: 0
r128_album_gain: 0
r128_track_gain: 0
     samplerate: 44100
          title: Ref:rain (TV size)
          track: 5
     tracktotal: 5
           year: 2018
</code></pre>
","2018-05-24 18:14:46","","0","<python><musicbrainz>","0","0"
"MusicBrainz writers of recordings","<p>I have noticed that there are far many more recordings than works. Having said that I need to get the writers of a song. Through works I managed but is it possible to get the writers of recordings since there are many more songs listed there?</p>
","2018-05-25 17:16:54","","-1","<musicbrainz>","0","0"
"Filter results from browse_release_groups by artist_id to get discography, python","<p>I'm trying to retrieve discographies for various artists. Wikipedia and the manual web interface for MusicBrainz.org seem to agree on what albums make this up, for the artists I've checked. My first thought was to attempt to screen-scrape either of these resources, but that looks like hard work to do it properly.</p>

<p>Direct queries of the musicbrainz data seemed to offer a quicker way to get clean data. I would ideally construct a request like this ...</p>

<pre><code>data = get_release_groups(artist=mbid,
                          primary_type='Album',
                          status='Official',
                          includes=['first_release_date',
                                    'title',
                                    'secondary_type_list'])
</code></pre>

<p>I chose to use the python wrapper musicbrainsngs, as I am fairly experienced with python. It gave me a choice of three methods, get_, search_ and browse_. Get_ will not return sufficient records. Browse_ appeared to be what I wanted, so I tried that first, especially as search_ was documented around looking for text in the python examples, rather than the mb_id, which I already had.</p>

<p>When I did a browse_release_groups(artist=artist_id,,,), I got a list of release groups, each containing the data I wanted, which was album title, type and year. However, I also got a large number of other release groups that don't appear on their manual web results for (for example The Rolling Stones) <a href=""https://musicbrainz.org/artist/b071f9fa-14b0-4217-8e97-eb41da73f598"" rel=""nofollow noreferrer"">https://musicbrainz.org/artist/b071f9fa-14b0-4217-8e97-eb41da73f598</a></p>

<p>There didn't appear to be any way to filter in the query for status='official', or to include the status as part of the results so I could manually filter.</p>

<p>In response to this question, Wieland has suggested I use the search_ query. I have tested search_release_groups(arid=mbid, status='official', primarytype='Album', strict=True, limit=...) and this returns many fewer release groups. As far as studio albums are concerned, it matches 1:1. There are still a few minor discrepancies in the compilations, which I can live with. However, this query did not return the first-release-date, and so far, it has been resistant to my attempts to find how to include it. I notice in the server search code linked to that every query starts off manipulating rgm.first_release_date_year etc, but it's not clear how/when this gets returned from a query.</p>

<p>It's just occurred to me that I can use both a browse_ and a search_ , as together they give me all the information. So I have a work around, but it feels rather agricultural. </p>

<p><strong>TL;DR</strong> I want release groups (titles, dates, types, status) by artist ID. If I browse, I get dates, but can't include or filter by status. If I search, I can filter by status, but don't get dates. How can I get both in one query?</p>
","2017-02-01 15:21:41","41997021","1","<python><musicbrainz>","1","0"
"Trying to create a ID3-Tag editor. TypeError: Missing filename or fileobj argument","<p>I am creating a tageditor that displays the ID3-Tags of an mp3 file in a ""before"" ""after"" style in different textLines. If there's no tag available, nothing is displayed. You are also able to edit the ""after"" textLines and any changes made to them should be saved to the file but when I press button2 I am getting the bottom traceback. How can I save the lines6-10 as the new ""audio[""title""], audio[""artist""]"" etc? <a href=""https://i.stack.imgur.com/LU3AB.png"" rel=""nofollow noreferrer"">This is the GUI</a></p>

<pre><code>import sys
import easygui
import mutagen
from mutagen.easyid3 import EasyID3
from PyQt5.QtCore import pyqtSlot
from PyQt5.QtWidgets import QApplication, QDialog
from PyQt5.uic import loadUi
from PyQt5.QtWidgets import QLineEdit
lied = None
error = ""No ID3-Tag available.""
class TrackTag1(QDialog):
    def __init__(self):
        super(TrackTag1,self).__init__()
        loadUi(""TrackTag1.ui"",self)
        self.setWindowTitle(""TrackTag"")

@pyqtSlot()
def on_button1_clicked(self):
    #root.fileName = filedialog.askopenfilename( filetypes = ( (""Musik Dateien"", ""*.mp3""), (""Alle Dateien"", ""*.*"") ) )
    #print(easygui.fileopenbox('MP3 Dateien','', '*.MP3'))
    lied = easygui.fileopenbox('MP3 Dateien','', '*.MP3')
    audio = EasyID3(lied)
    self.line0.setText(lied)                    #printing filepath to line0
    try:
        self.line1.setText(str(audio[""title""]).strip(""[']""))        #printing the ID3 tags after they've been stripped of ""['']""
        self.line6.setText(str(audio[""title""]).strip(""[']""))
    except:
        KeyError
        self.line1.setText(error)
    try:
        self.line2.setText(str(audio[""album""]).strip(""[']""))
        self.line7.setText(str(audio[""album""]).strip(""[']""))
    except:
        KeyError
        self.line2.setText(error)
    try:
        self.line3.setText(str(audio[""date""]).strip(""[']""))
        self.line8.setText(str(audio[""date""]).strip(""[']""))
    except:
        KeyError
        self.line3.setText(error)
    try:
        self.line4.setText(str(audio[""artist""]).strip(""[']""))
        self.line9.setText(str(audio[""artist""]).strip(""[']""))
    except:
        KeyError
        self.line4.setText(error)
    try:
        self.line5.setText(str(audio[""genre""]).strip(""[']""))
        self.line10.setText(str(audio[""genre""]).strip(""[']""))
    except:
        KeyError
        self.line5.setText(error)

def on_button2_clicked(self):
    audio = EasyID3(lied)
    audio[""title""] = self.line6.text()
    audio.save()



app=QApplication(sys.argv)
widget=TrackTag1()
widget.show()
sys.exit(app.exec_())




app=QApplication(sys.argv)
widget=TrackTag1()
widget.show()
sys.exit(app.exec_())
</code></pre>

<p>I'm getting this traceback when I press the save changes button:</p>

<pre><code>Traceback (most recent call last):
  File ""&lt;string&gt;"", line 69, in on_button2_clicked
  File ""h:\program files (x86)\python\lib\site-packages\mutagen\_util.py"",     line 139, in wrapper
    writable, create) as h:
  File ""h:\program files (x86)\python\lib\contextlib.py"", line 59, in     __enter__
    return next(self.gen)
  File ""h:\program files (x86)\python\lib\site-packages\mutagen\_util.py"",     line 270, in _openfile
    raise TypeError(""Missing filename or fileobj argument"")
TypeError: Missing filename or fileobj argument
</code></pre>

<p>For now, you should only be able to edit the tags but I am planning to implement a MusicBrainz query soon.</p>
","2018-05-29 21:11:14","50595693","1","<python><typeerror><id3><musicbrainz><mutagen>","1","0"
"I need a detailed guide on how to install and set up chromaprint on windows 10","<p>and using it to generate an mp3 fingerprint that I can submit to the musicbrainz database.</p>

<p>I have written a program in python that selects an mp3 and reads out the ID3-Tags. Now I need to get the fingerprint of that mp3 in order to submit it to musicbrainz in order for musicbrainz to return the missing ID3-Tags.</p>
","2018-05-30 15:28:46","","-5","<python><id3><musicbrainz><id3-tag>","0","0"
"Explain Artist Credit Name in MusicBrainz Schema","<p>Can anyone please explain the tables ""artist_credit_name"" and ""artist_credit"" in MusicBrainz Database Schema here <a href=""http://wiki.musicbrainz.org/-/images/5/52/ngs.png"" rel=""nofollow"">http://wiki.musicbrainz.org/-/images/5/52/ngs.png</a>? </p>

<p>What is the foreign key ""position"" in ""artist_credit_name""? and which table does it relate to?
Can you explain the attributes in each table? I understand 'join_phrase' but why have two tables?</p>

<pre><code>[artist_credit_name]
artist_credit (PK, FK)
position (PK)
artist (FK)
name
join_phrase

[artist_credit]
id
name
artist_count
ref_count
Thanks
</code></pre>
","2015-10-27 06:16:47","","0","<musicbrainz>","1","0"
"PHP: Read MusicBrainz tags from AAC files","<p>does anyone know a simple way to read the MusicBrainz tags (MBID for track, release and artist) from an AAC file?</p>

<p>If there's an external binary it must be command line. This will only be run on my mac.</p>

<p>I've tried the obvious things:</p>

<ul>
<li>Googling for the direct problem.</li>
<li>Googling for more generic solutions like ""command line musicbrainz""</li>
</ul>

<p>There are many programs out there that are GUI, but none that I can find that a pure command line implementations. I do not need write capability, just reading of tags.</p>

<p>Thanks</p>
","2012-06-22 04:54:16","","1","<php><aac><musicbrainz>","0","3"
"Problems in connecting to MusicBrainz database using psycopg2","<p>I am trying to connect to the MusicBrainz database using the psycopg2 python's module. I have followed the instructions presented on <a href=""http://musicbrainz.org/doc/MusicBrainz_Server/Setup"" rel=""nofollow"">http://musicbrainz.org/doc/MusicBrainz_Server/Setup</a>, but I cannot succeed in connecting. In particular I am using the following little script:</p>

<pre><code>import psycopg2
conn = psycopg2.connect( database = 'musicbrainz_db', user= 'musicbrainz', password = 'musicbrainz', port = 5000, host='10.16.65.250')
print ""Connection Estabilished""
</code></pre>

<p>The problem is that when I launch it, it never reaches the print statement, and the console (I'm on linux) is block indefinitely. It does not even catches the ctrl-c kill, so I have to kill python itself in another console. What can cause this? </p>
","2013-04-25 17:52:41","16233906","0","<python><postgresql><psycopg2><musicbrainz>","1","6"
"Music tag finder API .NET library","<p>I'm trying to build an application that can be used to automatically get music tag information from the web and rename my music library. I have been searching on google for any API available to help me out. So far, it seems like Discogs, Freedb, Last.fm, MusicBrainz, amazon and yahoo music are all good options for this. However, I am wondering if there is any .NET library that can be easily used to access any of the above libraries. Please help if you know any .DLL file that I can easily include to my C# project.</p>

<p>P.S: I have little knowledge with xml. It would help much if this API is a dll file as they are easy to work with than xml</p>

<p>Thanks in advance for your much appreciated help!</p>
","2011-09-16 05:35:02","","0","<.net><api><mp3><last.fm><musicbrainz>","2","0"
"Howto Use musicbrainz performer tag","<p>I am working with MusicBrainz Picard Version: 1.2. If a particular track has vocals performer I would like to copy that field to the artist tag. </p>

<pre><code>e.g. 

[https://musicbrainz.org/release/b251f5c0-4a41-40be-9d0d-68fdcecac317][1]

Track 1 ""Khallas"" I would like to copy 
vocals:
    Asha Bhosle, Sapna Awasthi, Sudesh Bhonsle 
To the artist tag.
</code></pre>

<p><strong>what is the best way to achive this python plugin or tagger script.
how should I access the vocals tag in tagger script</strong> </p>
","2014-09-26 14:32:21","26072496","0","<python><mp3><musicbrainz>","1","0"
"Prepared data set ""Musicbrainz"" doesn't work - Detected incorrectly shut down database, performing recovery","<p>I struggling to get the ""Musicbrainz"" data set running on my local machine (MacBook Air, Mountain Lion).</p>

<p>What I did? (Basically what the video said)</p>

<ol>
<li>Downloaded data set directly from <a href=""http://www.neo4j.org/develop/example_data"" rel=""nofollow"">http://www.neo4j.org/develop/example_data</a></li>
<li>Downloaded fresh Neo4j-Community-2.1.5</li>
<li>Extracted the data set, renamed it to graph.db and copied to /neo4j-community-2.1.5/data/graph.db</li>
<li>Run the server: <code>./bin/neo4j console</code>, but neo does not start - not even an exception is thrown!!!!</li>
</ol>

<blockquote>
  <p>Gerardos-MacBook-Air:neo4j-community-2.1.5 Gery$ ./bin/neo4j console
  WARNING: Max 256 open files allowed, minimum of 40 000 recommended.
  See the Neo4j manual. Starting Neo4j Server console-mode... Using
  additional JVM arguments:  -server -XX:+DisableExplicitGC
  -Dorg.neo4j.server.properties=conf/neo4j-server.properties -Djava.util.logging.config.file=conf/logging.properties -Dlog4j.configuration=file:conf/log4j.properties -XX:+UseConcMarkSweepGC -XX:+CMSClassUnloadingEnabled 2014-10-09 15:40:31.700+0000 INFO  [API] Setting startup timeout to: 120000ms
  based on -1 Detected incorrectly shut down database, performing
  recovery..</p>
</blockquote>

<p>I tried several settings in neo4j.properties, but nothing, see properties below ...</p>

<blockquote>
  <p>use_memory_mapped_buffers=true
  neostore.nodestore.db.mapped_memory=300M
  neostore.relationshipstore.db.mapped_memory=3G
  neostore.propertystore.db.mapped_memory=500M
  neostore.propertystore.db.strings.mapped_memory=500M
  neostore.propertystore.db.arrays.mapped_memory=0M
  neostore.propertystore.db.index.keys.mapped_memory=15M
  neostore.propertystore.db.index.mapped_memory=15M</p>
  
  <p>allow_store_upgrade=true</p>
</blockquote>

<p>I was hoping that this would work out of the box. What am I missing ...?</p>
","2014-10-09 16:34:42","","1","<neo4j><musicbrainz>","0","9"
"How to get genre of the album for spotify app","<p>I would like to retrieve the genre of the track/ album being currently played in Spotify.</p>

<p>I've looked at Last.FM for getting the genre from the album or from the track but it seems there is no option.</p>

<p>Please can someone help me to find the genre via a web service?</p>
","2012-02-17 13:42:05","9329538","2","<javascript><spotify><last.fm><musicbrainz>","2","0"
"Setting up Musicbrainz prepared dataset in Neo4j fails","<p>I've downloaded the Musicbrainz prepared dataset and tried to connect it to my server, but when I try to start the database up it fails stating ""Component 'org.neo4j.kernel.impl.nioneo.xa.NeoStoreXaDataSource@629b10d1' was successfully initialized, but failed to start. Please see attached cause exception.: <strong>'neostore.nodestore.db' does not contain a store version</strong>, please ensure that the original database was shut down in a clean state.""</p>

<p>Since this isn't a database of mine, I don't know whether it was shut down properly or not.
I'm running on Ubuntu 12.04 with Neo4j 2.1.4 and the allow_store_upgrade is set to true.</p>
","2014-09-17 09:56:21","","2","<neo4j><musicbrainz>","0","3"
